
#天津,#genre#
衡阳综合,http://118.249.23.85:8989/udp/239.76.248.13:1234 -- 0.53 MB/s
衡阳综合,http://118.251.60.185:8888/udp/239.76.248.13:1234 -- 0.57 MB/s
邵阳新闻,http://118.249.23.85:8989/udp/239.76.248.23:1234 -- 0.54 MB/s
邵阳新闻,http://124.230.56.94:55555/udp/239.76.248.23:1234 -- 0.45 MB/s
金鹰卡通,http://118.249.23.85:8989/udp/239.76.246.107:1234 -- 0.58 MB/s
金鹰卡通,http://118.251.60.185:8888/udp/239.76.246.107:1234 -- 0.60 MB/s
金鹰纪实,http://124.230.56.94:55555/udp/239.76.246.110:1234 -- 0.13 MB/s
金鹰纪实,http://118.251.60.185:8888/udp/239.76.246.110:1234 -- 0.42 MB/s
金鹰纪实,http://118.249.23.85:8989/udp/239.76.246.110:1234 -- 0.55 MB/s
长沙政法,http://124.230.56.94:55555/udp/239.76.246.122:1234 -- 0.26 MB/s
长沙政法,http://118.249.23.85:8989/udp/239.76.246.122:1234 -- 0.57 MB/s
长沙新闻,http://124.230.56.94:55555/udp/239.76.246.121:1234 -- 0.45 MB/s
长沙新闻,http://118.249.23.85:8989/udp/239.76.246.121:1234 -- 0.23 MB/s
长沙新闻,http://118.251.60.185:8888/udp/239.76.246.121:1234 -- 0.54 MB/s

#广西,#genre#
北海新闻,http://124.226.132.18:19090/udp/239.81.0.136:4056 -- 0.47 MB/s
北海新闻,http://111.12.69.253:9090/udp/239.81.0.136:4056 -- 0.41 MB/s
南宁公共,http://111.12.69.253:9090/udp/239.81.0.129:4056 -- 0.38 MB/s
南宁公共,http://124.226.132.18:19090/udp/239.81.0.129:4056 -- 0.40 MB/s
南宁影视,http://124.226.132.18:19090/udp/239.81.0.128:4056 -- 0.40 MB/s
南宁影视,http://111.12.69.253:9090/udp/239.81.0.128:4056 -- 0.38 MB/s
南宁新闻,http://124.226.132.18:19090/udp/239.81.0.241:4056 -- 0.69 MB/s
南宁新闻,http://111.12.69.253:9090/udp/239.81.0.126:4056 -- 0.28 MB/s
南宁新闻,http://124.226.132.18:19090/udp/239.81.0.126:4056 -- 0.40 MB/s
南宁新闻,http://111.12.69.253:9090/udp/239.81.0.241:4056 -- 0.51 MB/s
南宁都市,http://124.226.132.18:19090/udp/239.81.0.127:4056 -- 0.39 MB/s
南宁都市,http://111.12.69.253:9090/udp/239.81.0.127:4056 -- 0.37 MB/s
广西乐思购,http://111.12.69.253:9090/udp/239.81.0.9:4056 -- 0.27 MB/s
广西乐思购,http://124.226.132.18:19090/udp/239.81.0.9:4056 -- 0.27 MB/s
广西卫视,http://124.226.132.18:19090/udp/239.81.0.2:4056 -- 0.28 MB/s
广西卫视,http://124.226.132.18:19090/udp/239.81.0.107:4056 -- 0.69 MB/s
广西卫视,http://111.12.69.253:9090/udp/239.81.0.107:4056 -- 0.47 MB/s
广西卫视,http://111.12.69.253:9090/udp/239.81.0.2:4056 -- 0.27 MB/s
广西国际,http://111.12.69.253:9090/udp/239.81.0.8:4056 -- 0.38 MB/s
广西国际,http://124.226.132.18:19090/udp/239.81.0.8:4056 -- 0.40 MB/s
广西影视,http://124.226.132.18:19090/udp/239.81.0.250:4056 -- 0.70 MB/s
广西影视,http://124.226.132.18:19090/udp/239.81.0.7:4056 -- 0.28 MB/s
广西影视,http://111.12.69.253:9090/udp/239.81.0.250:4056 -- 0.47 MB/s
广西影视,http://111.12.69.253:9090/udp/239.81.0.7:4056 -- 0.27 MB/s
广西新闻,http://124.226.132.18:19090/udp/239.81.0.248:4056 -- 0.67 MB/s
广西新闻,http://111.12.69.253:9090/udp/239.81.0.248:4056 -- 0.47 MB/s
广西新闻,http://111.12.69.253:9090/udp/239.81.0.5:4056 -- 0.27 MB/s
广西新闻,http://124.226.132.18:19090/udp/239.81.0.5:4056 -- 0.28 MB/s
广西移动电视,http://111.12.69.253:9090/udp/239.81.0.10:4056 -- 0.27 MB/s
广西移动电视,http://124.226.132.18:19090/udp/239.81.0.10:4056 -- 0.27 MB/s
广西综艺,http://111.12.69.253:9090/udp/239.81.0.214:4056 -- 0.49 MB/s
广西综艺,http://124.226.132.18:19090/udp/239.81.0.3:4056 -- 0.27 MB/s
广西综艺,http://111.12.69.253:9090/udp/239.81.0.3:4056 -- 0.26 MB/s
广西综艺,http://124.226.132.18:19090/udp/239.81.0.214:4056 -- 0.69 MB/s
广西都市,http://124.226.132.18:19090/udp/239.81.0.247:4056 -- 0.70 MB/s
广西都市,http://111.12.69.253:9090/udp/239.81.0.247:4056 -- 0.47 MB/s
广西都市,http://111.12.69.253:9090/udp/239.81.0.4:4056 -- 0.27 MB/s
广西都市,http://124.226.132.18:19090/udp/239.81.0.4:4056 -- 0.27 MB/s
柳州新闻,http://111.12.69.253:9090/udp/239.81.0.134:4056 -- 0.45 MB/s
柳州新闻,http://124.226.132.18:19090/udp/239.81.0.134:4056 -- 0.54 MB/s
桂林新闻,http://124.226.132.18:19090/udp/239.81.0.135:4056 -- 0.52 MB/s
桂林新闻,http://111.12.69.253:9090/udp/239.81.0.135:4056 -- 0.44 MB/s
玉林新闻,http://111.12.69.253:9090/udp/239.81.0.138:4056 -- 0.46 MB/s
玉林新闻,http://124.226.132.18:19090/udp/239.81.0.138:4056 -- 0.55 MB/s
贺州新闻,http://124.226.132.18:19090/udp/239.81.0.137:4056 -- 0.51 MB/s
贺州新闻,http://111.12.69.253:9090/udp/239.81.0.137:4056 -- 0.44 MB/s

#海南,#genre#
万宁TV,http://119.41.169.156:4000/udp/239.253.64.167:5140 -- 0.17 MB/s
保亭TV,http://119.41.169.156:4000/udp/239.253.64.159:5140 -- 0.15 MB/s
文昌TV,http://119.41.169.156:4000/udp/239.253.64.105:5140 -- 0.16 MB/s
海南公共,http://119.41.169.156:4000/udp/239.253.64.2:5140 -- 0.21 MB/s
海口1,http://119.41.169.156:4000/udp/239.253.64.6:5140 -- 0.19 MB/s
白沙TV,http://119.41.169.156:4000/udp/239.253.64.118:5140 -- 0.23 MB/s

#广东,#genre#
CCTV10高清,http://119.145.76.245:10000/udp/239.77.0.134:5146 -- 0.64 MB/s
CCTV11高清,http://125.90.252.146:4028/udp/239.77.1.238:5146 -- 0.61 MB/s
CCTV11高清,http://119.145.76.245:10000/udp/239.77.1.238:5146 -- 0.64 MB/s
CCTV11高清,http://183.30.199.189:8886/udp/239.77.1.238:5146 -- 0.61 MB/s
CCTV11高清,http://116.28.99.244:10001/udp/239.77.1.238:5146 -- 0.62 MB/s
CCTV12高清,http://183.30.199.189:8886/udp/239.77.0.136:5146 -- 0.67 MB/s
CCTV12高清,http://119.145.76.245:10000/udp/239.77.0.136:5146 -- 0.63 MB/s
CCTV13高清,http://116.28.99.244:10001/udp/239.77.0.188:5146 -- 0.60 MB/s
CCTV13高清,http://119.145.76.245:10000/udp/239.77.0.188:5146 -- 0.60 MB/s
CCTV13高清,http://183.234.156.66:10000/udp/239.77.0.188:5146 -- 0.36 MB/s
CCTV13高清,http://183.30.199.189:8886/udp/239.77.0.188:5146 -- 0.31 MB/s
CCTV13高清,http://61.143.227.162:10000/udp/239.77.0.188:5146 -- 0.66 MB/s
CCTV13高清,http://218.15.214.115:10000/udp/239.77.0.188:5146 -- 0.64 MB/s
CCTV14高清,http://119.145.76.245:10000/udp/239.77.0.133:5146 -- 0.64 MB/s
CCTV14高清,http://125.90.252.146:4028/udp/239.77.0.133:5146 -- 0.64 MB/s
CCTV15高清,http://125.90.252.146:4028/udp/239.77.1.239:5146 -- 0.65 MB/s
CCTV15高清,http://183.30.199.189:8886/udp/239.77.1.239:5146 -- 0.62 MB/s
CCTV15高清,http://119.145.76.245:10000/udp/239.77.1.239:5146 -- 0.62 MB/s
CCTV15高清,http://116.28.99.244:10001/udp/239.77.1.239:5146 -- 0.60 MB/s
CCTV17农业高清,http://183.30.199.189:8886/udp/239.77.0.198:5146 -- 0.63 MB/s
CCTV17农业高清,http://119.145.76.245:10000/udp/239.77.0.198:5146 -- 0.64 MB/s
CCTV17农业高清,http://116.28.99.244:10001/udp/239.77.0.198:5146 -- 0.60 MB/s
CCTV1高清,http://183.236.43.98:4014/udp/239.77.0.86:5146 -- 0.52 MB/s
CCTV1高清,http://183.30.199.189:8886/udp/239.77.0.86:5146 -- 0.63 MB/s
CCTV1高清,http://116.28.99.244:10001/udp/239.77.0.86:5146 -- 0.61 MB/s
CCTV1高清,http://61.143.227.162:10000/udp/239.77.0.86:5146 -- 0.65 MB/s
CCTV1高清,http://218.15.214.115:10000/udp/239.77.0.86:5146 -- 0.66 MB/s
CCTV1高清,http://119.145.76.245:10000/udp/239.77.0.86:5146 -- 0.62 MB/s
CCTV1高清,http://183.234.156.66:10000/udp/239.77.0.86:5146 -- 0.36 MB/s
CCTV2高清,http://116.28.99.244:10001/udp/239.77.0.137:5146 -- 0.58 MB/s
CCTV2高清,http://119.145.76.245:10000/udp/239.77.0.137:5146 -- 0.59 MB/s
CCTV2高清,http://183.30.199.189:8886/udp/239.77.0.137:5146 -- 0.60 MB/s
CCTV3高清,http://218.15.214.115:10000/udp/239.77.0.169:5146 -- 0.65 MB/s
CCTV3高清,http://61.143.227.162:10000/udp/239.77.0.169:5146 -- 0.66 MB/s
CCTV3高清,http://183.234.156.66:10000/udp/239.77.0.169:5146 -- 0.36 MB/s
CCTV3高清,http://119.145.76.245:10000/udp/239.77.0.169:5146 -- 0.63 MB/s
CCTV3高清,http://125.90.252.146:4028/udp/239.77.0.169:5146 -- 0.27 MB/s
CCTV4高清,http://125.90.252.146:4028/udp/239.77.0.78:5146 -- 0.63 MB/s
CCTV4高清,http://119.145.76.245:10000/udp/239.77.0.78:5146 -- 0.59 MB/s
CCTV4高清,http://116.28.99.244:10001/udp/239.77.0.78:5146 -- 0.58 MB/s
CCTV5高清,http://183.236.43.98:4014/udp/239.77.0.170:5146 -- 0.40 MB/s
CCTV5高清,http://183.30.199.189:8886/udp/239.77.0.170:5146 -- 0.63 MB/s
CCTV5高清,http://125.90.252.146:4028/udp/239.77.0.170:5146 -- 0.64 MB/s
CCTV5高清,http://119.145.76.245:10000/udp/239.77.0.170:5146 -- 0.63 MB/s
CCTV5高清,http://58.62.234.242:10000/udp/239.77.0.170:5146 -- 0.62 MB/s
CCTV5高清,http://116.28.99.244:10001/udp/239.77.0.170:5146 -- 0.60 MB/s
CCTV5＋体育高清,http://119.145.76.245:10000/udp/239.77.0.87:5146 -- 0.56 MB/s
CCTV5＋体育高清,http://125.90.252.146:4028/udp/239.77.0.87:5146 -- 0.62 MB/s
CCTV6高清,http://119.145.76.245:10000/udp/239.77.0.171:5146 -- 0.65 MB/s
CCTV6高清,http://125.90.252.146:4028/udp/239.77.0.171:5146 -- 0.64 MB/s
CCTV6高清,http://116.28.99.244:10001/udp/239.77.0.171:5146 -- 0.59 MB/s
CCTV6高清,http://183.30.199.189:8886/udp/239.77.0.171:5146 -- 0.63 MB/s
CCTV7高清,http://125.90.252.146:4028/udp/239.77.0.138:5146 -- 0.63 MB/s
CCTV7高清,http://183.30.199.189:8886/udp/239.77.0.138:5146 -- 0.63 MB/s
CCTV7高清,http://119.145.76.245:10000/udp/239.77.0.138:5146 -- 0.19 MB/s
CCTV7高清,http://116.28.99.244:10001/udp/239.77.0.138:5146 -- 0.60 MB/s
CCTV8高清,http://125.90.252.146:4028/udp/239.77.0.172:5146 -- 0.64 MB/s
CCTV8高清,http://116.28.99.244:10001/udp/239.77.0.172:5146 -- 0.59 MB/s
CCTV8高清,http://183.30.199.189:8886/udp/239.77.0.172:5146 -- 0.62 MB/s
CCTV9高清,http://116.28.99.244:10001/udp/239.77.0.135:5146 -- 0.61 MB/s
CCTV9高清,http://119.145.76.245:10000/udp/239.77.0.135:5146 -- 0.64 MB/s
CCTV9高清,http://125.90.252.146:4028/udp/239.77.0.135:5146 -- 0.64 MB/s
CETV2,http://183.30.199.189:8886/udp/239.77.0.28:5146 -- 0.29 MB/s
CETV2,http://125.90.252.146:4028/udp/239.77.0.28:5146 -- 0.29 MB/s
CETV2,http://116.28.99.244:10001/udp/239.77.0.28:5146 -- 0.28 MB/s
CETV2,http://119.145.76.245:10000/udp/239.77.0.28:5146 -- 0.27 MB/s
CGTN俄语高清,http://116.28.99.244:10001/udp/239.253.43.201:5146 -- 0.60 MB/s
CGTN俄语高清,http://119.145.76.245:10000/udp/239.253.43.201:5146 -- 0.59 MB/s
CGTN俄语高清,http://125.90.252.146:4028/udp/239.253.43.201:5146 -- 0.63 MB/s
CGTN俄语高清,http://183.30.199.189:8886/udp/239.253.43.201:5146 -- 0.61 MB/s
CGTN法语高清,http://183.30.199.189:8886/udp/239.77.0.228:5146 -- 0.62 MB/s
CGTN法语高清,http://119.145.76.245:10000/udp/239.77.0.228:5146 -- 0.63 MB/s
CGTN英语高清,http://183.30.199.189:8886/udp/239.77.0.199:5146 -- 0.63 MB/s
CGTN英语高清,http://116.28.99.244:10001/udp/239.77.0.199:5146 -- 0.61 MB/s
CGTN英语高清,http://119.145.76.245:10000/udp/239.77.0.199:5146 -- 0.62 MB/s
CGTN西班牙语高清,http://183.30.199.189:8886/udp/239.77.0.221:5146 -- 0.62 MB/s
CGTN西班牙语高清,http://116.28.99.244:10001/udp/239.77.0.221:5146 -- 0.60 MB/s
CGTN西班牙语高清,http://119.145.76.245:10000/udp/239.77.0.221:5146 -- 0.64 MB/s
CGTN阿拉伯语高清,http://119.145.76.245:10000/udp/239.253.43.200:5146 -- 0.63 MB/s
CGTN阿拉伯语高清,http://125.90.252.146:4028/udp/239.253.43.200:5146 -- 0.63 MB/s
CHC高清电影,http://183.30.199.189:8886/udp/239.77.0.27:5146 -- 0.62 MB/s
CHC高清电影,http://119.145.76.245:10000/udp/239.77.0.27:5146 -- 0.62 MB/s
CHC高清电影,http://125.90.252.146:4028/udp/239.77.0.27:5146 -- 0.64 MB/s
CHC高清电影,http://116.28.99.244:10001/udp/239.77.0.27:5146 -- 0.60 MB/s
HZTV1,http://116.28.99.244:10001/udp/239.77.1.232:5146 -- 0.58 MB/s
HZTV1,http://183.30.199.189:8886/udp/239.77.1.232:5146 -- 0.57 MB/s
HZTV2,http://125.90.252.146:4028/udp/239.77.1.233:5146 -- 0.61 MB/s
HZTV2,http://116.28.99.244:10001/udp/239.77.1.233:5146 -- 0.59 MB/s
HZTV2,http://119.145.76.245:10000/udp/239.77.1.233:5146 -- 0.55 MB/s
世界地理高清,http://119.145.76.245:10000/udp/239.253.43.7:5146 -- 0.57 MB/s
世界地理高清,http://125.90.252.146:4028/udp/239.253.43.7:5146 -- 0.63 MB/s
世界地理高清,http://116.28.99.244:10001/udp/239.253.43.7:5146 -- 0.55 MB/s
世界地理高清,http://183.30.199.189:8886/udp/239.253.43.7:5146 -- 0.62 MB/s
东南卫视高清,http://116.28.99.244:10001/udp/239.77.0.146:5146 -- 0.60 MB/s
东南卫视高清,http://119.145.76.245:10000/udp/239.77.0.146:5146 -- 0.62 MB/s
东南卫视高清,http://183.236.43.98:4014/udp/239.77.0.146:5146 -- 0.33 MB/s
东方卫视高清,http://125.90.252.146:4028/udp/239.77.0.98:5146 -- 0.62 MB/s
东方卫视高清,http://116.28.99.244:10001/udp/239.77.0.98:5146 -- 0.60 MB/s
东方卫视高清,http://119.145.76.245:10000/udp/239.77.0.98:5146 -- 0.62 MB/s
东方卫视高清,http://183.30.199.189:8886/udp/239.77.0.98:5146 -- 0.61 MB/s
中国交通,http://125.90.252.146:4028/udp/239.77.1.249:5146 -- 0.54 MB/s
中国交通,http://119.145.76.245:10000/udp/239.77.1.249:5146 -- 0.46 MB/s
中国交通,http://183.30.199.189:8886/udp/239.77.1.249:5146 -- 0.53 MB/s
中国教育-1高清,http://125.90.252.146:4028/udp/239.77.0.200:5146 -- 0.63 MB/s
中国教育-1高清,http://183.30.199.189:8886/udp/239.77.0.200:5146 -- 0.65 MB/s
中国教育-1高清,http://116.28.99.244:10001/udp/239.77.0.200:5146 -- 0.58 MB/s
中国教育-1高清,http://119.145.76.245:10000/udp/239.77.0.200:5146 -- 0.63 MB/s
优漫卡通,http://183.30.199.189:8886/udp/239.77.0.222:5146 -- 0.27 MB/s
兵器科技高清,http://119.145.76.245:10000/udp/239.253.43.9:5146 -- 0.59 MB/s
兵器科技高清,http://125.90.252.146:4028/udp/239.253.43.9:5146 -- 0.62 MB/s
兵器科技高清,http://116.28.99.244:10001/udp/239.253.43.9:5146 -- 0.58 MB/s
兵团卫视,http://119.145.76.245:10000/udp/239.77.0.77:5146 -- 0.29 MB/s
兵团卫视,http://116.28.99.244:10001/udp/239.77.0.77:5146 -- 0.29 MB/s
内蒙古卫视,http://125.90.252.146:4028/udp/239.77.0.70:5146 -- 0.29 MB/s
内蒙古卫视,http://183.30.199.189:8886/udp/239.77.0.70:5146 -- 0.21 MB/s
内蒙古卫视,http://119.145.76.245:10000/udp/239.77.0.70:5146 -- 0.28 MB/s
北京卫视高清,http://183.30.199.189:8886/udp/239.77.0.91:5146 -- 0.58 MB/s
北京卫视高清,http://119.145.76.245:10000/udp/239.77.0.91:5146 -- 0.58 MB/s
北京卫视高清,http://116.28.99.244:10001/udp/239.77.0.91:5146 -- 0.57 MB/s
南方卫视,http://125.90.252.146:4022/udp/239.77.0.9:5146 -- 0.27 MB/s
南方卫视,http://125.90.252.146:4028/udp/239.77.0.9:5146 -- 0.50 MB/s
南方卫视,http://119.145.76.245:10000/udp/239.77.0.9:5146 -- 0.27 MB/s
南方卫视,http://125.90.252.146:4014/udp/239.77.0.9:5146 -- 0.27 MB/s
卡酷动画,http://119.145.76.245:10000/udp/239.77.0.79:5146 -- 0.30 MB/s
卡酷动画,http://125.90.252.146:4022/udp/239.77.0.79:5146 -- 0.31 MB/s
卡酷动画,http://125.90.252.146:4014/udp/239.77.0.79:5146 -- 0.31 MB/s
卡酷动画,http://125.90.252.146:4028/udp/239.77.0.79:5146 -- 0.55 MB/s
厦门卫视,http://125.90.252.146:4028/udp/239.77.0.96:5146 -- 0.29 MB/s
厦门卫视,http://183.30.199.189:8886/udp/239.77.0.96:5146 -- 0.29 MB/s
厦门卫视,http://119.145.76.245:10000/udp/239.77.0.96:5146 -- 0.29 MB/s
吉林卫视高清,http://116.28.99.244:10001/udp/239.77.0.150:5146 -- 0.58 MB/s
吉林卫视高清,http://119.145.76.245:10000/udp/239.77.0.150:5146 -- 0.63 MB/s
吉林延边卫视,http://218.15.214.115:10000/udp/239.77.0.10:5146 -- 0.27 MB/s
吉林延边卫视,http://125.90.252.146:4028/udp/239.77.0.10:5146 -- 0.50 MB/s
吉林延边卫视,http://61.143.227.162:10000/udp/239.77.0.10:5146 -- 0.27 MB/s
吉林延边卫视,http://183.30.199.189:8886/udp/239.77.0.10:5146 -- 0.27 MB/s
吉林延边卫视,http://119.145.76.245:10000/udp/239.77.0.10:5146 -- 0.27 MB/s
吉林延边卫视,http://183.234.156.66:10000/udp/239.77.0.10:5146 -- 0.26 MB/s
吉林延边卫视,http://125.90.252.146:4022/udp/239.77.0.10:5146 -- 0.27 MB/s
吉林延边卫视,http://116.28.99.244:10001/udp/239.77.0.10:5146 -- 0.27 MB/s
吉林延边卫视,http://125.90.252.146:4014/udp/239.77.0.10:5146 -- 0.26 MB/s
嘉佳卡通高清,http://119.145.76.245:10000/udp/239.77.0.179:5146 -- 0.33 MB/s
四川卫视高清,http://119.145.76.245:10000/udp/239.77.0.159:5146 -- 0.61 MB/s
四川卫视高清,http://116.28.99.244:10001/udp/239.77.0.159:5146 -- 0.57 MB/s
大湾区卫视高清,http://125.90.252.146:4028/udp/239.77.0.215:5146 -- 0.66 MB/s
大湾区卫视高清,http://125.90.252.146:4022/udp/239.77.0.215:5146 -- 0.56 MB/s
大湾区卫视高清,http://119.145.76.245:10000/udp/239.77.0.215:5146 -- 0.46 MB/s
大湾区卫视高清,http://183.236.43.98:4014/udp/239.77.0.215:5146 -- 0.53 MB/s
大湾区卫视高清,http://125.90.252.146:4014/udp/239.77.0.215:5146 -- 0.16 MB/s
天津卫视高清,http://183.30.199.189:8886/udp/239.77.0.97:5146 -- 0.62 MB/s
天津卫视高清,http://119.145.76.245:10000/udp/239.77.0.97:5146 -- 0.31 MB/s
央视台球高清,http://119.145.76.245:10000/udp/239.253.43.11:5146 -- 0.53 MB/s
央视台球高清,http://116.28.99.244:10001/udp/239.253.43.11:5146 -- 0.57 MB/s
央视台球高清,http://125.90.252.146:4028/udp/239.253.43.11:5146 -- 0.60 MB/s
央视文化精品高清,http://119.145.76.245:10000/udp/239.253.43.13:5146 -- 0.49 MB/s
女性时尚高清,http://119.145.76.245:10000/udp/239.253.43.8:5146 -- 0.57 MB/s
宁夏卫视,http://125.90.252.146:4028/udp/239.77.0.73:5146 -- 0.29 MB/s
宁夏卫视,http://119.145.76.245:10000/udp/239.77.0.73:5146 -- 0.29 MB/s
宁夏卫视,http://183.30.199.189:8886/udp/239.77.0.73:5146 -- 0.29 MB/s
宁夏卫视,http://116.28.99.244:10001/udp/239.77.0.73:5146 -- 0.28 MB/s
安徽卫视高清,http://125.90.252.146:4028/udp/239.77.0.183:5146 -- 0.65 MB/s
安徽卫视高清,http://119.145.76.245:10000/udp/239.77.0.183:5146 -- 0.63 MB/s
安徽卫视高清,http://183.236.43.98:4014/udp/239.77.0.183:5146 -- 0.40 MB/s
安徽卫视高清,http://116.28.99.244:10001/udp/239.77.0.183:5146 -- 0.59 MB/s
山东卫视高清,http://125.90.252.146:4028/udp/239.77.0.94:5146 -- 0.63 MB/s
山东卫视高清,http://116.28.99.244:10001/udp/239.77.0.94:5146 -- 0.57 MB/s
山东卫视高清,http://119.145.76.245:10000/udp/239.77.0.94:5146 -- 0.59 MB/s
山西卫视,http://116.28.99.244:10001/udp/239.77.0.69:5146 -- 0.29 MB/s
山西卫视,http://125.90.252.146:4028/udp/239.77.0.69:5146 -- 0.29 MB/s
山西卫视,http://119.145.76.245:10000/udp/239.77.0.69:5146 -- 0.25 MB/s
山西卫视,http://183.30.199.189:8886/udp/239.77.0.69:5146 -- 0.29 MB/s
岭南戏曲,http://116.28.99.244:10001/udp/239.77.0.16:5146 -- 0.27 MB/s
岭南戏曲,http://125.90.252.146:4014/udp/239.77.0.16:5146 -- 0.28 MB/s
岭南戏曲,http://183.30.199.189:8886/udp/239.77.0.16:5146 -- 0.28 MB/s
岭南戏曲,http://125.90.252.146:4028/udp/239.77.0.16:5146 -- 0.28 MB/s
岭南戏曲,http://119.145.76.245:10000/udp/239.77.0.16:5146 -- 0.26 MB/s
岭南戏曲,http://125.90.252.146:4022/udp/239.77.0.16:5146 -- 0.26 MB/s
广东体育超清,http://119.145.76.245:10000/udp/239.77.0.168:5146 -- 0.56 MB/s
广东体育超清,http://116.28.99.244:10001/udp/239.77.0.168:5146 -- 0.67 MB/s
广东体育高清,http://183.30.199.189:8886/udp/239.77.0.112:5146 -- 0.61 MB/s
广东体育高清,http://125.90.252.146:4028/udp/239.77.0.112:5146 -- 0.67 MB/s
广东体育高清,http://125.90.252.146:4022/udp/239.77.0.112:5146 -- 0.55 MB/s
广东体育高清,http://116.28.99.244:10001/udp/239.77.0.112:5146 -- 0.58 MB/s
广东体育高清,http://119.145.76.245:10000/udp/239.77.0.112:5146 -- 0.62 MB/s
广东体育高清,http://125.90.252.146:4014/udp/239.77.0.112:5146 -- 0.54 MB/s
广东卫视超清,http://119.145.76.245:10000/udp/239.77.0.166:5146 -- 0.64 MB/s
广东卫视超清,http://116.28.99.244:10001/udp/239.77.0.166:5146 -- 0.66 MB/s
广东卫视超清,http://125.90.252.146:4028/udp/239.77.0.166:5146 -- 0.66 MB/s
广东卫视高清,http://125.90.252.146:4028/udp/239.77.0.84:5146 -- 0.62 MB/s
广东卫视高清,http://116.28.99.244:10001/udp/239.77.0.84:5146 -- 0.57 MB/s
广东卫视高清,http://119.145.76.245:10000/udp/239.77.0.84:5146 -- 0.65 MB/s
广东少儿高清,http://119.145.76.245:10000/udp/239.77.0.250:5146 -- 0.61 MB/s
广东影视高清,http://183.30.199.189:8886/udp/239.77.0.217:5146 -- 0.61 MB/s
广东影视高清,http://119.145.76.245:10000/udp/239.77.0.217:5146 -- 0.61 MB/s
广东影视高清,http://125.90.252.146:4028/udp/239.77.0.217:5146 -- 0.62 MB/s
广东房产,http://119.145.76.245:10000/udp/239.77.0.14:5146 -- 0.12 MB/s
广东房产,http://183.234.156.66:10000/udp/239.77.0.14:5146 -- 0.12 MB/s
广东房产,http://58.62.234.242:10000/udp/239.77.0.14:5146 -- 0.12 MB/s
广东房产,http://61.143.227.162:10000/udp/239.77.0.14:5146 -- 0.12 MB/s
广东房产,http://125.90.252.146:4028/udp/239.77.0.14:5146 -- 0.12 MB/s
广东房产,http://218.15.214.115:10000/udp/239.77.0.14:5146 -- 0.12 MB/s
广东新闻高清,http://183.30.199.189:8886/udp/239.77.0.173:5146 -- 0.61 MB/s
广东新闻高清,http://116.28.99.244:10001/udp/239.77.0.173:5146 -- 0.57 MB/s
广东新闻高清,http://119.145.76.245:10000/udp/239.77.0.173:5146 -- 0.63 MB/s
广东新闻高清,http://125.90.252.146:4022/udp/239.77.0.173:5146 -- 0.56 MB/s
广东新闻高清,http://125.90.252.146:4014/udp/239.77.0.173:5146 -- 0.56 MB/s
广东新闻高清,http://125.90.252.146:4028/udp/239.77.0.173:5146 -- 0.67 MB/s
广东民生高清,http://125.90.252.146:4028/udp/239.77.0.225:5146 -- 0.62 MB/s
广东民生高清,http://119.145.76.245:10000/udp/239.77.0.225:5146 -- 0.58 MB/s
广东民生高清,http://183.30.199.189:8886/udp/239.77.0.225:5146 -- 0.60 MB/s
广东民生高清,http://116.28.99.244:10001/udp/239.77.0.225:5146 -- 0.61 MB/s
广东珠江超清,http://119.145.76.245:10000/udp/239.77.0.114:5146 -- 0.47 MB/s
广东珠江高清,http://125.90.252.146:4014/udp/239.77.0.1:5146 -- 0.58 MB/s
广东珠江高清,http://183.30.199.189:8886/udp/239.77.0.1:5146 -- 0.61 MB/s
广东珠江高清,http://183.236.43.98:4014/udp/239.77.0.1:5146 -- 0.41 MB/s
广东珠江高清,http://119.145.76.245:10000/udp/239.77.0.1:5146 -- 0.56 MB/s
广东珠江高清,http://116.28.99.244:10001/udp/239.77.0.1:5146 -- 0.60 MB/s
广东珠江高清,http://125.90.252.146:4022/udp/239.77.0.1:5146 -- 0.54 MB/s
广东珠江高清,http://125.90.252.146:4028/udp/239.77.0.1:5146 -- 0.32 MB/s
广东综艺(4k),http://125.90.252.146:4028/udp/239.77.0.244:5146 -- 0.65 MB/s
广东综艺(4k),http://183.30.199.189:8886/udp/239.77.0.244:5146 -- 0.68 MB/s
